Controlador;Tempo_Assentamento_s;Sobresinal_pct;Tensao_RMS_V;Tensao_Pico_V;Tempo_Saturado_pct;Erro_Estacionario_rad;Complexidade_Codigo
PID sem Anti-Windup;0.47100000000000003;4475.15607395234;4.386400643696935;4.5;92.02026599113363;23.01993747663159;Baixa (~15 linhas)
PID + Clamping;0.47100000000000003;116.6501006234832;3.165313927021637;4.5;26.002466584447188;0.5942302328866466;Media (~25 linhas)
PID + Back-Calculation;0.47100000000000003;121.79816677726261;3.264262759828855;4.5;31.31562281257291;0.6348648248124735;Media (~20 linhas)
